data;instytucja;fundusz;DATA_fundusz;typ_aktywa;emitent;isin;waluta;liczba_sztuk;wartosc_pln;TYP_akywo_std
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Uniejów;PLO339000021;PLN;150;154374.98;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Łomianki;PLO306100028;PLN;26;26485.04;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Lublin;PLO299500010;PLN;20;16448.45;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Lublin;PLO299500028;PLN;40;41205.37;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Cieszyn;PLO322800023;PLN;18;18387.27;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Cieszyn;PLO322800072;PLN;40;40117.07;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Kielce;PLO368400019;PLN;50;41179.18;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Miasta Puck;PLO310000040;PLN;10;10247.89;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Miasta Tarnów;PLO266300022;PLN;120;80398.54;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Powiat Lubiński;PLO302300044;PLN;15;16126.53;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Poznań;PLO318600056;PLN;12;12264.83;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Poznań;PLO318600064;PLN;12;12221.61;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Powiat Płocki;PLO263200035;PLN;10;10260.17;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Miasta Radomia;PLO338800041;PLN;26;24563.69;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Miasta Radomia;PLO338800116;PLN;50;51262.84;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Siedlce;PLO196200086;PLN;100;104107.36;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Gmina Suchy Las;PLO311400033;PLN;10;10003.7;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Toruń;PLO338600029;PLN;13;13209.86;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Toruń;PLO338600086;PLN;45;45775.34;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Stołeczne Warszawa;PLO135900010;PLN;150;153089.71;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Samorządowe;Miasto Zabrze;PLO336300044;PLN;9;91803.33;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Korporacyjne;Enea S.A.;PLO129600030;PLN;1;104292.16;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Korporacyjne;Kruk S.A.;PLO163600011;PLN;40;40647.86;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Korporacyjne;Kruk S.A.;PLKRK0000705;PLN;331;33694.04;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Korporacyjne;PGE Polska Grupa Energetyczna S.A.;PLPGER000069;PLN;94;96881.04;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Korporacyjne;PGE Polska Grupa Energetyczna S.A.;PLPGER000077;PLN;72;74964.96;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Obligacje Korporacyjne;Tauron Polska Energia S.A.;PLO144500017;PLN;14;14388.89;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2020 Spokojne Jutro;2020;Listy Zastawne;Pekao Bank Hipoteczny S.A.;PLBPHHP00267;PLN;65;65420.74;inne
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000113783;PLN;21396;17681226.48;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000108866;PLN;7;6964.93;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000109427;PLN;1;975.09;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000111498;PLN;6;5739.12;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000112736;PLN;1;852.54;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000115291;PLN;5320;5874290.8;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000116851;PLN;27430;28002738.4;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000118188;PLN;2400;2428752;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000117743;PLN;10000;9988295.32;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000117024;PLN;4300;4140480.18;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000114393;PLN;40;40278;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000116760;PLN;12270;12427301.4;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000107611;PLN;1;974.9;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000105391;PLN;1401;1489809.39;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000108817;PLN;4;4056.72;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000117198;PLN;42050;40916332;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000110383;PLN;10;10102.3;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000114559;PLN;3000;3038490;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;PL0000115697;PLN;10;10057.3;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;XS1403619411;EUR;400;1715053.67;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;XS2530208490;EUR;650;2864614.5;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;XS2778272471;EUR;300;1362750.92;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;XS2902087423;EUR;1300;5743703.77;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;PL0000500260;PLN;1;971.91;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;PL0000500310;PLN;62;58787.16;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;PL0000500278;PLN;97;86243.67;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;PL0000500328;PLN;3580;3567684.8;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;PL0000500294;PLN;1;805.88;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Bank Gospodarstwa Krajowego;PL0000500302;PLN;585;412822.8;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Polski Fundusz Rozwoju S.A.;PLPFR0000092;PLN;4;3824435.94;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Krasne;PLO320600029;PLN;580;444339.74;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Lesznowola;PLO275200015;PLN;10;10197.57;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Milicz;PLO276400101;PLN;38;39061.01;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Miasta Sanok;PLO235600205;PLN;500;501824.93;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Skwierzyna;PLO371000012;PLN;450;73615.63;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Uniejów;PLO339000021;PLN;850;874791.55;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Wisła;PLO269800028;PLN;50;51257.78;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Łomianki;PLO306100028;PLN;287;292354.06;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Lublin;PLO299500010;PLN;368;302651.57;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Lublin;PLO299500028;PLN;650;669587.19;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Cieszyn;PLO322800023;PLN;300;306454.42;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Cieszyn;PLO322800049;PLN;500;509069.85;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Cieszyn;PLO322800072;PLN;160;160468.26;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Kielce;PLO368400019;PLN;874;719812.15;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Miasta Puck;PLO310000040;PLN;120;122974.67;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Miasta Tarnów;PLO266300022;PLN;2930;1963064.43;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Powiat Lubiński;PLO302300044;PLN;320;344032.61;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Poznań;PLO318600056;PLN;220;224855.16;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Poznań;PLO318600064;PLN;236;240358.31;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Powiat Płocki;PLO263200035;PLN;212;217515.63;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Miasta Radomia;PLO338800041;PLN;850;803043.62;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Miasta Radomia;PLO338800116;PLN;750;768942.65;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Siedlce;PLO196200086;PLN;810;843269.61;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Suchy Las;PLO311400033;PLN;240;240088.8;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Toruń;PLO338600029;PLN;257;261148.8;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Toruń;PLO338600086;PLN;1080;1098608.15;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Stołeczne Warszawa;PLO135900010;PLN;1850;1888106.39;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Gmina Wołomin;PLO257800139;PLN;5;51604.07;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Zabrze;PLO336300044;PLN;128;1305647.41;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Samorządowe;Miasto Zabrze;PLO336300051;PLN;60;612575.49;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Enea S.A.;PLO129600030;PLN;29;3024472.69;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;J.P. Morgan Chase & Co;XS2381778559;PLN;180;908712.14;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Kruk S.A.;PLO163600011;PLN;320;325182.91;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Kruk S.A.;NO0012903444;EUR;4;1862822.22;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Marvipol Development S.A.;PLMRVDV00102;PLN;200;206950;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;PGE Polska Grupa Energetyczna S.A.;PLPGER000069;PLN;3548;3656743.86;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;PGE Polska Grupa Energetyczna S.A.;PLPGER000077;PLN;1553;1616952.54;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;PKN Orlen S.A.;PLPKN0000208;PLN;20;2034911.74;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Ronson Europe N.V.;PLRNSER00235;PLN;117;118926.8;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Banco Santander;XS2675086826;PLN;1;1043331.95;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Santander Bank Polska S.A.;PLBZ00000358;PLN;3;1518268.6;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Synthos S.A.;XS2348767836;EUR;380;1554073.93;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Unibep S.A.;PLUNBEP00106;PLN;3100;323808.84;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Listy Zastawne;NG Bank Hipoteczny SA;XS3187646032;PLN;6;3000000;inne
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Listy Zastawne;Pekao Bank Hipoteczny S.A.;PLBPHHP00267;PLN;540;543495.39;inne
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Listy Zastawne;PKO Bank Hipoteczny S.A.;XS2787873541;PLN;3;1501510.77;inne
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Gwarantowane;Europejski Bank Inwestycyjny;XS1492818866;PLN;56;55289.49;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Skarbowe;Rzeczpospolita Polska;US731011AU68;USD;200;734513.25;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Obligacje Korporacyjne;Tauron Polska Energia S.A.;XS1577960203;EUR;600;2551276.4;obligacje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Alior Bank S.A.;PLALIOR00045;PLN;5412;555271.2;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Archicom S.A.;PLARHCM00016;PLN;1083;54150;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;ATAL S.A.;PLATAL000046;PLN;1034;59041.4;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Benefit Systems S.A.;PLBNFTS00018;PLN;294;892290;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;BNP Paribas Polska S.A.;PLBGZ0000010;PLN;2193;226975.5;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;BHP Group Limited;AU000000BHP4;PLN;3493;50329.88;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Santander Bank Polska S.A.;PLBZ00000044;PLN;980;463344;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje;cyber_Folks S.A.;PLR220000018;PLN;1315;250113;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;CCC S.A.;PLCCC0000016;PLN;3823;694639.1;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Celon Pharma S.A.;PLCLNPH00015;PLN;3009;65596.2;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Cyfrowy Polsat S.A.;PLCFRPT00013;PLN;3943;54886.56;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Dino Polska S.A.;PLDINPL00011;PLN;3776;165200;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Dom Development S.A.;PLDMDVL00012;PLN;567;132394.5;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Echo Investment S.A.;PLECHPS00019;PLN;17664;98918.4;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Inter Cars S.A.;PLINTCS00010;PLN;412;230720;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Grupa Kęty S.A.;PLKETY000011;PLN;411;379353;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;KGHM Polska Miedź S.A.;PLKGHM000017;PLN;3264;522240;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Kruk S.A.;PLKRK0000010;PLN;877;401666;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Develia S.A.;PLLCCRP00017;PLN;13593;109831.44;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Livechat Software S.A.;PLLVTSF00010;PLN;1136;60321.6;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;LPP S.A.;PLLPP0000011;PLN;143;2528240;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;mBank S.A.;PLBRE0000012;PLN;145;130500;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;MLP Group S.A.;PLMLPGR00017;PLN;1990;146464;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Mo-BRUK S.A.;PLMOBRK00013;PLN;308;85624;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Bank Polska Kasa Opieki S.A.;PLPEKAO00016;PLN;7572;1322828.4;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;PGE Polska Grupa Energetyczna S.A.;PLPGER000010;PLN;25946;278660.04;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;PKN Orlen S.A.;PLPKN0000018;PLN;7885;682210.2;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Powszechna Kasa Oszczędności Bank Polski S.A.;PLPKO0000016;PLN;17143;1208238.64;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Powszechny Zakład Ubezpieczeń S.A.;PLPZU0000011;PLN;4463;242608.68;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Shoper S.A.;PLSHPR000021;PLN;4623;229763.1;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Tauron Polska Energia S.A.;PLTAURN00011;PLN;17114;155668.94;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Ten Square Games Spółka Akcyjna;PLTSQGM00016;PLN;1022;87278.8;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Voxel Spółka Akcyjna;PLVOXEL00014;PLN;301;48701.8;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Wielton S.A.;PLWELTN00012;PLN;10512;74635.2;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Wirtualna Polska Holding S.A,;PLWRTPL00027;PLN;973;58185.4;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;X-Trade Brokers S.A.;PLXTRDM00011;PLN;3722;267239.6;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Aixtron SE;DE000A0WMPJ6;EUR;3219;202702.68;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Allegro.eu S.A.;LU2237380790;PLN;32892;1170790.74;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Advanced Micro Devices Inc.;US0079031078;USD;209;122795.94;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Capgemini SE;FR0000125338;EUR;566;298542.17;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;CTP N.V.;NL00150006R6;EUR;1854;150070.24;akcje
2025-09-30;Pekao TFI S.A.;Pekao PPK 2025;2025;Akcje Zwykłe;Diagnostyka S.A.;PLDGNST00012;PLN;1343;255438.6;akcje
