data;instytucja;fundusz;DATA_fundusz;typ_aktywa;emitent;isin;waluta;liczba_sztuk;wartosc_pln;TYP_aktywo_std;equity_nazwa
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ATAL S.A.;PLATAL000046;PLN;715;36751;akcje;1AT PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;WIZZ AIR HOLDINGS PLC;JE00BN574F90;GBP;546;39997.64;akcje;WIZZ LN Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000108866;PLN;45;43754.4;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ALPHABET INC.;US02079K1079;USD;66;52091.04;akcje;NA
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;WITTCHEN S.A.;PLWTCHN00030;PLN;1081;22484.8;akcje;WTN PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ENTER AIR S.A.;PLENTER00017;PLN;853;45806.1;akcje;ENT PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ADVANCED MICRO DEVICES, INC.;US0079031078;USD;82;41124.17;akcje;AMD US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;XTB S.A.;PLXTRDM00011;PLN;706;49702.4;akcje;XTB PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ADOBE INC.;US00724F1012;USD;19;34693.94;akcje;ADBE US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;MICROSOFT CORPORATION;US5949181045;USD;44;76564.56;akcje;MSFT US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000109427;PLN;380;359753.6;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;DINO POLSKA S.A.;PLDINPL00011;PLN;484;188663.2;akcje;DNP PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;TAURON POLSKA ENERGIA S.A.;XS1577960203;EUR;100;418707.26;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000110383;PLN;300;298956;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;CYBER_FOLKS S.A.;PLR220000018;PLN;285;42892.5;akcje;CBF PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000107611;PLN;145;136555.2;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000111928;PLN;6100;5966532;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500260;PLN;360;334774.8;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000112736;PLN;1180;933332.8;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500278;PLN;480;407400;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500286;PLN;1000;985330;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ALLEGRO.EU SOCIETE ANONYME;LU2237380790;PLN;4501;121887.08;akcje;ALE PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000113130;PLN;1600;1607072;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Tytuły uczestnictwa emitowane przez instytucje wspólnego inwestowania mające siedzibę za granicą;XTRACKERS RUSSELL 2000 UCITS ETF;IE00BJZ2DD79;EUR;76;101600.17;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000113213;PLN;500;482260;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;P4 SP. Z O.O.;PLO266100034;PLN;35;35133.35;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;INPOST S.A.;LU2290522684;EUR;938;65103.31;akcje;INPST NA Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;OCULAR THERAPEUTIX, INC.;US67576A1007;USD;394;13475.43;akcje;OCUL US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;HUUUGE INC.;US44853H1086;PLN;1376;23749.76;akcje;HUG PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500310;PLN;550;497348.5;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500328;PLN;1800;1769328;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;PEPCO GROUP NV;NL0015000AU7;PLN;3985;65433.7;akcje;PCO PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ENPHASE ENERGY INC;US29355A1079;USD;100;28749.82;akcje;ENPH US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;SHOPER S.A.;PLSHPR000021;PLN;846;33586.2;akcje;SHO PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000113783;PLN;1170;909370.8;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000114559;PLN;1080;1078077.6;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Tytuły uczestnictwa emitowane przez instytucje wspólnego inwestowania mające siedzibę za granicą;XTRACKERS S&P 500 EQUAL WEIGHT UCITS ETF;IE00BLNMYC90;USD;322;125652.75;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000115192;PLN;1450;1593216.5;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000115697;PLN;4200;4152624;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Tytuły uczestnictwa emitowane przez instytucje wspólnego inwestowania mające siedzibę za granicą;XTRACKERS II SUB-FUND XTRACKERS II EUR HIGH YIELD CORPORATE BOND UCITS ETF 1D;LU1109942653;EUR;2978;204439.83;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;ALIOR BANK S.A.;PLALIOR00250;PLN;1;403705.26;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA REPUBLIKI FRANCUSKIEJ;FR0013407236;EUR;200000;783062.73;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ALFEN N.V.;NL0012817175;EUR;293;14613.45;akcje;ALFEN NA Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;SAIPEM SPA;IT0005495657;EUR;3656;39203.14;akcje;SPM IM Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;NOVO NORDISK A/S;DK0062498333;DKK;73;26109.66;akcje;NOVOB DC Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;BANK POLSKA KASA OPIEKI S.A.;XS2724428193;EUR;100;445355.73;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;MURAPOL S.A.;PLMURPL00190;PLN;802;27685.04;akcje;MUR PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000116760;PLN;2450;2422952;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;VERTIV HOLDINGS CO;US92537N1081;USD;55;26168.52;akcje;VRT US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Listy zastawne;PKO BANK HIPOTECZNY S.A.;XS2787873541;PLN;1;498857.02;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Instrumenty pochodne;SANTANDER BANK POLSKA S.A.;EU012925SN36;PLN;-529980.33;51768.33;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Depozyt;BANK HANDLOWY W WARSZAWIE S.A.;nan;PLN;143709.13;143709.13;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Środki pieniężne;BANK HANDLOWY W WARSZAWIE S.A.;nan;PLN;36786.52;36786.52;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Środki pieniężne;BANK HANDLOWY W WARSZAWIE S.A.;nan;USD;57.71;236.38;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Środki pieniężne;BANK HANDLOWY W WARSZAWIE S.A.;nan;PLN;80044.29;80044.29;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Depozyt;BANK HANDLOWY W WARSZAWIE S.A.;nan;PLN;854321.04;854321.04;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Instrumenty pochodne;SANTANDER BANK POLSKA S.A.;EU012925SN37;PLN;-1728484.38;168837.88;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Instrumenty pochodne;SANTANDER BANK POLSKA S.A.;US012225SN37;PLN;-244375.92;-28143.44;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;BNP PARIBAS BANK POLSKA S.A.;PLBGZ0000010;PLN;1619;137938.8;akcje;BNPPPL PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;BANK MILLENNIUM S.A.;PLBIG0000016;PLN;42400;377360;akcje;MIL PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;MBANK S.A.;PLBRE0000012;PLN;765;418608;akcje;MBK PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;ING BANK ŚLĄSKI S.A.;PLBSK0000017;PLN;1738;419727;akcje;ING PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;CCC S.A.;PLCCC0000016;PLN;826;151818.8;akcje;CCC PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;CD PROJEKT S.A.;PLOPTTC00011;PLN;543;103957.35;akcje;CDR PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;ECHO INVESTMENT S.A.;PLECHPS00019;PLN;36372;170220.96;akcje;ECH PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;JASTRZĘBSKA SPÓŁKA WĘGLOWA S.A.;PLJSW0000015;PLN;4804;99490.84;akcje;JSW PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;GRUPA KĘTY S.A.;PLKETY000011;PLN;214;146055;akcje;KTY PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;KGHM POLSKA MIEDŹ S.A.;PLKGHM000017;PLN;5614;645610;akcje;KGH PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;CYBER_FOLKS S.A.;PLR220000018;PLN;883;132891.5;akcje;CBF PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000107611;PLN;165;155390.4;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000111928;PLN;1500;1467180;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500260;PLN;700;650951;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000112736;PLN;870;688135.2;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500278;PLN;870;738412.5;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;ALLEGRO.EU SOCIETE ANONYME;LU2237380790;PLN;16325;442081;akcje;ALE PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000113130;PLN;250;251105;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Tytuły uczestnictwa emitowane przez instytucje wspólnego inwestowania mające siedzibę za granicą;XTRACKERS RUSSELL 2000 UCITS ETF;IE00BJZ2DD79;EUR;240;320842.71;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000113213;PLN;650;626938;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;P4 SP. Z O.O.;PLO266100034;PLN;65;65247.65;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;INPOST S.A.;LU2290522684;EUR;4498;312190.49;akcje;INPST NA Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;OCULAR THERAPEUTIX, INC.;US67576A1007;USD;1886;64504.22;akcje;OCUL US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;HUUUGE INC.;US44853H1086;PLN;7082;122235.32;akcje;HUG PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500310;PLN;600;542562;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;PL0000500328;PLN;2900;2850584;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;PEPCO GROUP NV;NL0015000AU7;PLN;14162;232540.04;akcje;PCO PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;ENPHASE ENERGY INC;US29355A1079;USD;469;134836.67;akcje;ENPH US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;SHOPER S.A.;PLSHPR000021;PLN;2598;103140.6;akcje;SHO PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000113783;PLN;2430;1888693.2;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000114559;PLN;470;469163.4;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Tytuły uczestnictwa emitowane przez instytucje wspólnego inwestowania mające siedzibę za granicą;XTRACKERS S&P 500 EQUAL WEIGHT UCITS ETF;IE00BLNMYC90;USD;537;209551.32;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000115291;PLN;7570;7727077.5;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000115192;PLN;700;769139;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;BANK GOSPODARSTWA KRAJOWEGO;XS2589727168;EUR;150;735649.31;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000115697;PLN;1950;1928004;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Tytuły uczestnictwa emitowane przez instytucje wspólnego inwestowania mające siedzibę za granicą;XTRACKERS II SUB-FUND XTRACKERS II EUR HIGH YIELD CORPORATE BOND UCITS ETF 1D;LU1109942653;EUR;18007;1236181.44;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;ALIOR BANK S.A.;PLALIOR00250;PLN;1;403705.26;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;SKARB PAŃSTWA REPUBLIKI FRANCUSKIEJ;FR0013407236;EUR;500000;1957656.83;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;ORLEN S.A.;XS2647371843;EUR;100;462567.61;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;ALFEN N.V.;NL0012817175;EUR;1488;74214.37;akcje;ALFEN NA Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Akcje;SAIPEM SPA;IT0005495657;EUR;10747;115239.68;akcje;SPM IM Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2030;2030;Dłużne papiery wartościowe;BANK MILLENNIUM S.A.;XS2684974046;EUR;100;479982.53;obligacje;nan
